gene_id,gene_name,exon_length
MGP_CASTEiJ_G0034867,Pola1,8486
MGP_CASTEiJ_G0034868,Pcyt1b,5369
MGP_CASTEiJ_G0034869,Pdk3,2514
MGP_CASTEiJ_G0034870,AU015836,3342
MGP_CASTEiJ_G0034872,Eif2s3x,3833
MGP_CASTEiJ_G0034873,Klhl15,9460
MGP_CASTEiJ_G0034874,Fam90a1b,2959
MGP_CASTEiJ_G0034875,Apoo,4130
MGP_CASTEiJ_G0034876,Maged1,4414
MGP_CASTEiJ_G0034877,Gspt2,3781
MGP_CASTEiJ_G0034878,Zxdb,2922
MGP_CASTEiJ_G0034879,Spin4,3619
MGP_CASTEiJ_G0034880,Arhgef9,8726
MGP_CASTEiJ_G0034881,Amer1,8505
MGP_CASTEiJ_G0034882,Asb12,1258
MGP_CASTEiJ_G0034883,Zc4h2,2258
MGP_CASTEiJ_G0034885,Gm5941,564
MGP_CASTEiJ_G0034884,Zc3h12b,8588
MGP_CASTEiJ_G0034886,Las1l,8056
MGP_CASTEiJ_G0034887,Msn,6330
MGP_CASTEiJ_G0034888,Vsig4,1484
MGP_CASTEiJ_G0034889,Hsf3,3570
MGP_CASTEiJ_G0034890,Heph,7657
MGP_CASTEiJ_G0034891,Gpr165,4570
MGP_CASTEiJ_G0034892,1700084M14Rik,585
MGP_CASTEiJ_G0034893,Pgr15l,5379
MGP_CASTEiJ_G0034894,Eda2r,4947
MGP_CASTEiJ_G0034895,Ar,9097
MGP_CASTEiJ_G0034896,Ophn1,13096
MGP_CASTEiJ_G0034550,Ddx3x,3848
MGP_CASTEiJ_G0034897,Yipf6,7149
MGP_CASTEiJ_G0034898,Stard8,5499
MGP_CASTEiJ_G0034899,Efnb1,3447
MGP_CASTEiJ_G0034900,Pja1,3322
MGP_CASTEiJ_G0034901,Tmem28,4061
MGP_CASTEiJ_G0034902,Eda,6592
MGP_CASTEiJ_G0034903,Awat2,1299
MGP_CASTEiJ_G0034904,Otud6a,873
MGP_CASTEiJ_G0034551,Nyx,2439
MGP_CASTEiJ_G0034905,Igbp1,5720
MGP_CASTEiJ_G0034906,Dgat2l6,4756
MGP_CASTEiJ_G0034907,Awat1,1390
MGP_CASTEiJ_G0034908,P2ry4,4408
MGP_CASTEiJ_G0034909,Arr3,2590
MGP_CASTEiJ_G0034910,Pdzd11,2128
MGP_CASTEiJ_G0034911,Kif4,5497
MGP_CASTEiJ_G0034912,Gdpd2,4609
MGP_CASTEiJ_G0034913,Dlg3,5840
MGP_CASTEiJ_G0034915,Slc7a3,3789
MGP_CASTEiJ_G0034552,Cask,9182
MGP_CASTEiJ_G0034916,Snx12,3287
MGP_CASTEiJ_G0034917,Foxo4,3489
MGP_CASTEiJ_G0034918,Gm614,774
MGP_CASTEiJ_G0034919,Gm20489,1350
MGP_CASTEiJ_G0034920,Il2rg,2387
MGP_CASTEiJ_G0034921,Med12,7704
MGP_CASTEiJ_G0034922,Nlgn3,9212
MGP_CASTEiJ_G0034923,Gjb1,1707
MGP_CASTEiJ_G0034924,Zmym3,8037
MGP_CASTEiJ_G0034926,Itgb1bp2,1799
MGP_CASTEiJ_G0034927,Taf1,8400
MGP_CASTEiJ_G0034928,Ogt,8039
MGP_CASTEiJ_G0034929,Cxcr3,1731
MGP_CASTEiJ_G0034930,8030474K03Rik,1794
MGP_CASTEiJ_G0034931,Nhsl2,17114
MGP_CASTEiJ_G0034932,Rgag4,4760
MGP_CASTEiJ_G0034933,Pin4,651
MGP_CASTEiJ_G0034934,Ercc6l,4977
MGP_CASTEiJ_G0034935,Rps4x,1467
MGP_CASTEiJ_G0034936,Cited1,1749
MGP_CASTEiJ_G0034553,Gpr34,2090
MGP_CASTEiJ_G0034937,Hdac8,4839
MGP_CASTEiJ_G0034554,Gpr82,2518
MGP_CASTEiJ_G0034938,Phka1,6274
MGP_CASTEiJ_G0034942,Dmrtc1a,1330
MGP_CASTEiJ_G0034943,1700011M02Rik,420
MGP_CASTEiJ_G0034944,Nap1l2,2465
MGP_CASTEiJ_G0034945,Cdx4,1963
MGP_CASTEiJ_G0034946,Chic1,7452
MGP_CASTEiJ_G0034947,Tsx,812
MGP_CASTEiJ_G0034948,Gm26992,458
MGP_CASTEiJ_G0034949,Zcchc13,1081
MGP_CASTEiJ_G0034950,Slc16a2,4275
MGP_CASTEiJ_G0034951,Rlim,8932
MGP_CASTEiJ_G0034952,C77370,11514
MGP_CASTEiJ_G0034953,Abcb7,5913
MGP_CASTEiJ_G0034954,Uprt,2292
MGP_CASTEiJ_G0034955,Zdhhc15,5512
MGP_CASTEiJ_G0034486,Bmp15,3143
MGP_CASTEiJ_G0034956,Magee2,2302
MGP_CASTEiJ_G0034957,Pbdc1,6314
MGP_CASTEiJ_G0034958,Magee1,3554
MGP_CASTEiJ_G0034959,Cypt2,739
MGP_CASTEiJ_G0034960,Cypt3,750
MGP_CASTEiJ_G0034961,Fgf16,1693
MGP_CASTEiJ_G0034962,Atrx,21764
MGP_CASTEiJ_G0034963,Magt1,4205
MGP_CASTEiJ_G0034964,Cox7b,1214
MGP_CASTEiJ_G0034965,Atp7a,8728
MGP_CASTEiJ_G0034966,Tlr13,4085
MGP_CASTEiJ_G0034967,Pgk1-rs7,2062
MGP_CASTEiJ_G0034968,Taf9b,3150
MGP_CASTEiJ_G0034970,Cysltr1,5071
MGP_CASTEiJ_G0034971,Gm5127,2145
MGP_CASTEiJ_G0034972,Zcchc5,2948
MGP_CASTEiJ_G0034973,Lpar4,5406
MGP_CASTEiJ_G0034974,P2ry10,2980
MGP_CASTEiJ_G0034975,A630033H20Rik,3465
MGP_CASTEiJ_G0034976,Gpr174,5374
MGP_CASTEiJ_G0034977,Itm2a,1738
MGP_CASTEiJ_G0034978,Tbx22,5380
MGP_CASTEiJ_G0034979,2610002M06Rik,5851
MGP_CASTEiJ_G0034980,Fam46d,3161
MGP_CASTEiJ_G0034981,Gm732,1690
MGP_CASTEiJ_G0034982,Gm379,888
MGP_CASTEiJ_G0034983,Brwd3,12966
MGP_CASTEiJ_G0034984,Hmgn5,1934
MGP_CASTEiJ_G0034985,Sh3bgrl,3281
MGP_CASTEiJ_G0034986,Gm6377,2795
MGP_CASTEiJ_G0034987,Pou3f4,2928
MGP_CASTEiJ_G0034988,Cylc1,1923
MGP_CASTEiJ_G0034989,Gm10112,354
MGP_CASTEiJ_G0034991,Hdx,7414
MGP_CASTEiJ_G0034994,4933403O08Rik,1540
MGP_CASTEiJ_G0034995,Apool,2933
MGP_CASTEiJ_G0034996,Satl1,2414
MGP_CASTEiJ_G0034997,2010106E10Rik,1210
MGP_CASTEiJ_G0034998,Zfp711,4338
MGP_CASTEiJ_G0034999,Pof1b,3575
MGP_CASTEiJ_G0035000,Chm,6814
MGP_CASTEiJ_G0035001,Dach2,9864
MGP_CASTEiJ_G0035002,Klhl4,3584
MGP_CASTEiJ_G0035003,Ube2dnl1,552
MGP_CASTEiJ_G0035004,Ube2dnl2,743
MGP_CASTEiJ_G0035005,Cpxcr1,1596
MGP_CASTEiJ_G0035006,H2afb2,348
MGP_CASTEiJ_G0035008,H2afb3,348
MGP_CASTEiJ_G0035009,Tgif2lx2,1030
MGP_CASTEiJ_G0038365,Gm26182,116
MGP_CASTEiJ_G0007384,Gm14929,1803
MGP_CASTEiJ_G0038366,Gm22590,128
MGP_CASTEiJ_G0035709,Gm25825,121
MGP_CASTEiJ_G0038367,Gm23277,136
MGP_CASTEiJ_G0008994,Gm22464,64
MGP_CASTEiJ_G0038368,Gm23586,123
MGP_CASTEiJ_G0037133,Gm22139,105
MGP_CASTEiJ_G0009629,Gm22636,275
MGP_CASTEiJ_G0037134,Gm25061,107
MGP_CASTEiJ_G0037135,Gm24522,108
MGP_CASTEiJ_G0007385,4930558G05Rik,494
MGP_CASTEiJ_G0038369,Gm26029,132
MGP_CASTEiJ_G0009630,Gm22225,278
MGP_CASTEiJ_G0009073,Gm26209,110
MGP_CASTEiJ_G0038370,Gm25170,129
MGP_CASTEiJ_G0038371,Gm23768,131
MGP_CASTEiJ_G0009631,Gm22143,203
MGP_CASTEiJ_G0009632,Gm22552,337
MGP_CASTEiJ_G0007386,Gm26851,918
MGP_CASTEiJ_G0015103,4930570D08Rik,196
MGP_CASTEiJ_G0009074,Mir3112,82
MGP_CASTEiJ_G0037136,Gm23124,107
MGP_CASTEiJ_G0015104,B230119M05Rik,979
MGP_CASTEiJ_G0009075,Mir7093,101
MGP_CASTEiJ_G0009076,Mir7646,54
MGP_CASTEiJ_G0009077,Mir1970,104
MGP_CASTEiJ_G0015109,5730412P04Rik,1155
MGP_CASTEiJ_G0009078,Mir6383,116
MGP_CASTEiJ_G0035629,n-R5s12,119
MGP_CASTEiJ_G0009633,Gm23068,293
MGP_CASTEiJ_G0015110,BC065397,3516
MGP_CASTEiJ_G0038375,Gm25770,115
MGP_CASTEiJ_G0038376,Gm23679,119
MGP_CASTEiJ_G0009634,Gm25393,285
MGP_CASTEiJ_G0009635,Gm24675,262
MGP_CASTEiJ_G0037137,Gm22057,107
MGP_CASTEiJ_G0037138,Gm23958,105
MGP_CASTEiJ_G0015111,Platr21,4012
MGP_CASTEiJ_G0009636,Gm24380,324
MGP_CASTEiJ_G0007387,Gm15046,408
MGP_CASTEiJ_G0009079,Mir3475,65
MGP_CASTEiJ_G0037087,Gm22294,104
MGP_CASTEiJ_G0009637,Gm22025,302
MGP_CASTEiJ_G0037139,Gm23199,107
MGP_CASTEiJ_G0007388,Eif2c5,1416
MGP_CASTEiJ_G0004611,Gm15295,488
MGP_CASTEiJ_G0038377,Gm25915,111
MGP_CASTEiJ_G0009080,Mir652,98
MGP_CASTEiJ_G0009081,Gm44351,95
MGP_CASTEiJ_G0038378,Gm23325,129
MGP_CASTEiJ_G0009638,Gm26024,322
MGP_CASTEiJ_G0037140,Gm25097,143
MGP_CASTEiJ_G0037141,Gm27659,98
MGP_CASTEiJ_G0037142,Gm26151,60
MGP_CASTEiJ_G0038379,Snora35,128
MGP_CASTEiJ_G0009083,Gm22650,105
MGP_CASTEiJ_G0009084,Mir764,108
MGP_CASTEiJ_G0009085,Mir1912,87
MGP_CASTEiJ_G0009086,Mir1264,86
MGP_CASTEiJ_G0009087,Mir1298,98
MGP_CASTEiJ_G0009088,Gm24627,138
MGP_CASTEiJ_G0009089,Mir448,112
MGP_CASTEiJ_G0038380,Gm25107,129
MGP_CASTEiJ_G0009090,Mir3620,61
MGP_CASTEiJ_G0038381,Gm24907,128
MGP_CASTEiJ_G0007391,Gm27191,448
MGP_CASTEiJ_G0007392,Gm15138,379
MGP_CASTEiJ_G0037143,Gm26441,104
MGP_CASTEiJ_G0004613,A230072E10Rik,6276
MGP_CASTEiJ_G0037144,Gm22248,150
MGP_CASTEiJ_G0035619,n-R5s5,123
MGP_CASTEiJ_G0038382,Gm24460,106
MGP_CASTEiJ_G0035630,n-R5s13,119
MGP_CASTEiJ_G0009091,Mir3113,76
MGP_CASTEiJ_G0009092,Mirlet7f-2,83
MGP_CASTEiJ_G0009093,Mir98,108
MGP_CASTEiJ_G0035631,n-R5s14,107
MGP_CASTEiJ_G0007393,Kantr,1409
MGP_CASTEiJ_G0035632,n-R5s15,111
MGP_CASTEiJ_G0015112,3010001F23Rik,901
MGP_CASTEiJ_G0035658,Gm24687,241
MGP_CASTEiJ_G0015113,9530051G07Rik,4189
MGP_CASTEiJ_G0037145,Gm25793,107
MGP_CASTEiJ_G0037146,Gm25895,100
MGP_CASTEiJ_G0037147,Gm22359,108
MGP_CASTEiJ_G0038383,Gm25429,132
MGP_CASTEiJ_G0035633,n-R5s16,119
MGP_CASTEiJ_G0004614,Gm15156,417
MGP_CASTEiJ_G0038384,Gm23404,97
MGP_CASTEiJ_G0037148,Gm22666,164
MGP_CASTEiJ_G0038385,Gm25795,132
MGP_CASTEiJ_G0038386,Gm24281,133
MGP_CASTEiJ_G0035634,Gm23381,94
MGP_CASTEiJ_G0004615,Gm15169,4553
MGP_CASTEiJ_G0038387,Gm22522,151
MGP_CASTEiJ_G0008995,Mir221,95
MGP_CASTEiJ_G0008996,Mir222,79
MGP_CASTEiJ_G0015087,Gm14636,6983
MGP_CASTEiJ_G0035635,Gm23806,110
MGP_CASTEiJ_G0004616,Gm15241,473
MGP_CASTEiJ_G0004617,Gm15243,382
MGP_CASTEiJ_G0037088,Gm22783,107
MGP_CASTEiJ_G0007394,Scml1,576
MGP_CASTEiJ_G0007395,Gm15205,509
MGP_CASTEiJ_G0004618,Gm15202,393
MGP_CASTEiJ_G0037149,Gm23794,104
MGP_CASTEiJ_G0035636,Gm27490,128
MGP_CASTEiJ_G0009639,Gm23867,265
MGP_CASTEiJ_G0009640,Gm22257,301
MGP_CASTEiJ_G0009641,Gm25557,316
MGP_CASTEiJ_G0015114,Gm15201,1211
MGP_CASTEiJ_G0038388,Gm23786,121
MGP_CASTEiJ_G0038389,Gm23786,119
MGP_CASTEiJ_G0009642,Gm23501,256
MGP_CASTEiJ_G0037151,Gm22746,107
MGP_CASTEiJ_G0037152,Gm26007,120
MGP_CASTEiJ_G0035637,n-R5s18,121
MGP_CASTEiJ_G0037153,Gm25367,106
MGP_CASTEiJ_G0038390,Gm22023,130
MGP_CASTEiJ_G0037089,Gm23678,107
MGP_CASTEiJ_G0037154,Gm22062,107
MGP_CASTEiJ_G0007396,Gm15226,2963
MGP_CASTEiJ_G0007397,Gm1720,1519
MGP_CASTEiJ_G0007398,Gm15230,511
MGP_CASTEiJ_G0009094,Gm44376,128
MGP_CASTEiJ_G0009095,Gm22368,109
MGP_CASTEiJ_G0007399,Gm8817,836
MGP_CASTEiJ_G0007400,Gm15232,2346
MGP_CASTEiJ_G0007401,Gm15228,3430
MGP_CASTEiJ_G0004619,Gm15239,603
MGP_CASTEiJ_G0038391,Gm26368,118
MGP_CASTEiJ_G0035638,Gm24772,110
MGP_CASTEiJ_G0037155,Gm23197,112
MGP_CASTEiJ_G0004620,Gm15261,2766
MGP_CASTEiJ_G0009643,Gm27980,169
MGP_CASTEiJ_G0015115,Gm15246,619
MGP_CASTEiJ_G0007402,Gm15245,1185
MGP_CASTEiJ_G0038392,Gm25651,119
MGP_CASTEiJ_G0037090,Gm23628,171
MGP_CASTEiJ_G0037091,Gm26065,107
MGP_CASTEiJ_G0008997,Gm24824,78
MGP_CASTEiJ_G0008998,Mir5617,57
MGP_CASTEiJ_G0015088,A230072C01Rik,1605
MGP_CASTEiJ_G0007352,4930453H23Rik,1720
MGP_CASTEiJ_G0007353,Gm6938,777
MGP_CASTEiJ_G0007354,Gm26593,1988
MGP_CASTEiJ_G0038338,Gm22592,131
MGP_CASTEiJ_G0035620,Gm25553,79
MGP_CASTEiJ_G0037092,Gm25812,103
MGP_CASTEiJ_G0037093,Gm26131,110
MGP_CASTEiJ_G0038336,Gm26401,76
MGP_CASTEiJ_G0008987,Mir500,92
MGP_CASTEiJ_G0008988,Mir501,109
MGP_CASTEiJ_G0008989,Mir362,65
MGP_CASTEiJ_G0008990,Mir188,68
MGP_CASTEiJ_G0008991,Mir532,96
MGP_CASTEiJ_G0008999,Gm25299,102
MGP_CASTEiJ_G0015080,Gm14379,1880
MGP_CASTEiJ_G0035705,Gm25624,275
MGP_CASTEiJ_G0015081,2010204K13Rik,1583
MGP_CASTEiJ_G0037094,Gm25047,104
MGP_CASTEiJ_G0009000,Gm44485,137
MGP_CASTEiJ_G0037095,Gm22364,98
MGP_CASTEiJ_G0038339,Gm23613,87
MGP_CASTEiJ_G0004586,Gm14549,1035
MGP_CASTEiJ_G0007355,Mdrl,1020
MGP_CASTEiJ_G0004587,Gm15008,460
MGP_CASTEiJ_G0037096,Gm26099,109
MGP_CASTEiJ_G0009611,Gm24809,271
MGP_CASTEiJ_G0038340,Snora69,131
MGP_CASTEiJ_G0038337,Gm23082,133
MGP_CASTEiJ_G0015082,Gm36995,5742
MGP_CASTEiJ_G0004581,Ppp1r3fos,3569
MGP_CASTEiJ_G0007356,Gm7598,2998
MGP_CASTEiJ_G0004582,Gm14703,1823
MGP_CASTEiJ_G0007357,Gm14565,2142
MGP_CASTEiJ_G0009001,Gm25642,66
MGP_CASTEiJ_G0037097,Gm26437,105
MGP_CASTEiJ_G0009002,Gm26194,71
MGP_CASTEiJ_G0008992,Mir1198,121
MGP_CASTEiJ_G0009003,Gm22413,85
MGP_CASTEiJ_G0009004,Gm44490,127
MGP_CASTEiJ_G0004583,Gm14820,2093
MGP_CASTEiJ_G0037098,Gm24763,190
MGP_CASTEiJ_G0037082,Gm22083,102
MGP_CASTEiJ_G0015084,Gm6787,1457
MGP_CASTEiJ_G0004584,Rbm3os,971
MGP_CASTEiJ_G0037099,Gm25078,107
MGP_CASTEiJ_G0004588,4930515L19Rik,769
MGP_CASTEiJ_G0037100,Gm24038,159
MGP_CASTEiJ_G0037101,Gm22528,104
MGP_CASTEiJ_G0037102,Gm22612,101
MGP_CASTEiJ_G0009005,Gm27828,119
MGP_CASTEiJ_G0007358,Gm14696,3980
MGP_CASTEiJ_G0004589,Gm14697,648
MGP_CASTEiJ_G0035621,n-R5s6,88
MGP_CASTEiJ_G0009612,Gm23385,295
MGP_CASTEiJ_G0009006,Gm25241,79
MGP_CASTEiJ_G0038341,Gm22539,117
MGP_CASTEiJ_G0004590,Gm14582,1184
MGP_CASTEiJ_G0009007,Mir6384,61
MGP_CASTEiJ_G0009008,Mir717,109
MGP_CASTEiJ_G0004591,A630012P03Rik,1977
MGP_CASTEiJ_G0009009,Mir19b-2,84
MGP_CASTEiJ_G0009010,Mir20b,80
MGP_CASTEiJ_G0009011,Mir18b,83
MGP_CASTEiJ_G0009012,Mir106a,65
MGP_CASTEiJ_G0015091,Kis2,2133
MGP_CASTEiJ_G0009013,Mir450b,82
MGP_CASTEiJ_G0009014,Mir450-1,91
MGP_CASTEiJ_G0009015,Mir450-2,69
MGP_CASTEiJ_G0009016,Mir542,85
MGP_CASTEiJ_G0007359,Gm28730,764
MGP_CASTEiJ_G0009017,Mir351,98
MGP_CASTEiJ_G0009018,Mir503,71
MGP_CASTEiJ_G0009019,Mir322,95
MGP_CASTEiJ_G0015092,C430049B03Rik,1641
MGP_CASTEiJ_G0009613,Gm23718,307
MGP_CASTEiJ_G0007360,1600025M17Rik,1071
MGP_CASTEiJ_G0009020,Mir5116,63
MGP_CASTEiJ_G0037103,Gm26312,166
MGP_CASTEiJ_G0037104,Gm23258,106
MGP_CASTEiJ_G0004593,Gm14718,747
MGP_CASTEiJ_G0038342,Snord61,71
MGP_CASTEiJ_G0037105,Gm25023,107
MGP_CASTEiJ_G0037106,Gm25851,107
MGP_CASTEiJ_G0035656,Gm26351,232
MGP_CASTEiJ_G0009021,Mir504,79
MGP_CASTEiJ_G0037107,Gm26487,94
MGP_CASTEiJ_G0037083,Gm25481,159
MGP_CASTEiJ_G0009022,Gm44500,88
MGP_CASTEiJ_G0037108,Gm22287,106
MGP_CASTEiJ_G0009023,Mir505,90
MGP_CASTEiJ_G0004595,Gm14662,734
MGP_CASTEiJ_G0007361,Gm14664,361
MGP_CASTEiJ_G0015094,C230004F18Rik,3487
MGP_CASTEiJ_G0037109,Gm26111,106
MGP_CASTEiJ_G0009614,Gm23028,265
MGP_CASTEiJ_G0037110,Gm23000,139
MGP_CASTEiJ_G0009025,Mir743,62
MGP_CASTEiJ_G0009026,Mir743b,77
MGP_CASTEiJ_G0009027,Mir742,65
MGP_CASTEiJ_G0009028,Mir883a,76
MGP_CASTEiJ_G0009029,Mir883b,78
MGP_CASTEiJ_G0009030,Mir471,67
MGP_CASTEiJ_G0009031,Mir741,71
MGP_CASTEiJ_G0009032,Mir463,75
MGP_CASTEiJ_G0009033,Mir880,78
MGP_CASTEiJ_G0009034,Mir878,78
MGP_CASTEiJ_G0009035,Mir881,78
MGP_CASTEiJ_G0009036,Mir871,77
MGP_CASTEiJ_G0009037,Mir470,75
MGP_CASTEiJ_G0009038,Mir465d,63
MGP_CASTEiJ_G0009039,Mir465b-2,81
MGP_CASTEiJ_G0009040,Mir465,74
MGP_CASTEiJ_G0007363,1700036O09Rik,349
MGP_CASTEiJ_G0038343,Gm26276,109
MGP_CASTEiJ_G0009041,Mir201,66
MGP_CASTEiJ_G0009042,Mir547,78
MGP_CASTEiJ_G0009043,Mir509,75
MGP_CASTEiJ_G0038344,Gm22332,125
MGP_CASTEiJ_G0007364,Fmr1os,2741
MGP_CASTEiJ_G0009615,Gm27979,56
MGP_CASTEiJ_G0009616,Gm27838,128
MGP_CASTEiJ_G0038345,Gm22435,128
MGP_CASTEiJ_G0035622,n-R5s7,121
MGP_CASTEiJ_G0035617,Gm25885,109
MGP_CASTEiJ_G0004596,Gm14705,1906
MGP_CASTEiJ_G0038346,Gm22785,132
MGP_CASTEiJ_G0035623,n-R5s8,118
MGP_CASTEiJ_G0007346,Gm10489,1480
MGP_CASTEiJ_G0004598,Gm16189,997
MGP_CASTEiJ_G0004585,Gm14493,543
MGP_CASTEiJ_G0009044,Gm23945,92
MGP_CASTEiJ_G0009045,Mir224,82
MGP_CASTEiJ_G0009046,Mir452,85
MGP_CASTEiJ_G0009047,Mir767,107
MGP_CASTEiJ_G0009048,Mir105,80
MGP_CASTEiJ_G0037111,Gm23461,107
MGP_CASTEiJ_G0007365,Gm14684,123
MGP_CASTEiJ_G0009049,Mir2137,66
MGP_CASTEiJ_G0004599,Gm26726,404
MGP_CASTEiJ_G0038347,Gm25226,123
MGP_CASTEiJ_G0015096,Gm14817,643
MGP_CASTEiJ_G0038348,Gm23615,65
MGP_CASTEiJ_G0009050,Mir5132,71
MGP_CASTEiJ_G0009051,Mir718,88
MGP_CASTEiJ_G0038349,Snora70,137
MGP_CASTEiJ_G0009052,Mir7091,79
MGP_CASTEiJ_G0009053,Mir7092,68
MGP_CASTEiJ_G0038350,Gm26417,135
MGP_CASTEiJ_G0035972,Gm26618,497
MGP_CASTEiJ_G0037112,Gm25629,107
MGP_CASTEiJ_G0038351,Gm25520,118
MGP_CASTEiJ_G0004600,Gm15384,472
MGP_CASTEiJ_G0004601,Gm15063,895
MGP_CASTEiJ_G0037113,Gm25421,164
MGP_CASTEiJ_G0038352,Gm23320,127
MGP_CASTEiJ_G0007366,Gm14715,639
MGP_CASTEiJ_G0004602,Gm14707,400
MGP_CASTEiJ_G0035624,Gm26041,108
MGP_CASTEiJ_G0038353,Gm23280,139
MGP_CASTEiJ_G0037114,Gm23121,173
MGP_CASTEiJ_G0038354,Gm22843,134
MGP_CASTEiJ_G0009054,Gm23556,92
MGP_CASTEiJ_G0007367,Gm26775,2246
MGP_CASTEiJ_G0035657,Gm26174,219
MGP_CASTEiJ_G0037115,Gm22686,100
MGP_CASTEiJ_G0038355,Gm24706,137
MGP_CASTEiJ_G0038356,Gm24470,132
MGP_CASTEiJ_G0009617,Gm23671,103
MGP_CASTEiJ_G0035625,n-R5s9,117
MGP_CASTEiJ_G0037084,Gm26314,107
MGP_CASTEiJ_G0035616,n-R5s2,119
MGP_CASTEiJ_G0009055,Gm44378,77
MGP_CASTEiJ_G0004603,Gm14764,313
MGP_CASTEiJ_G0007368,Gm14762,2984
MGP_CASTEiJ_G0035626,n-R5s10,117
MGP_CASTEiJ_G0009618,Gm24812,284
MGP_CASTEiJ_G0037116,Gm25006,107
MGP_CASTEiJ_G0007347,Gm14635,1620
MGP_CASTEiJ_G0007369,Gm14773,451
MGP_CASTEiJ_G0037117,Gm25332,105
MGP_CASTEiJ_G0015085,Gm14634,2616
MGP_CASTEiJ_G0038357,Gm24123,83
MGP_CASTEiJ_G0038358,Gm23454,133
MGP_CASTEiJ_G0035706,Gm23557,135
MGP_CASTEiJ_G0004604,Gm14798,1189
MGP_CASTEiJ_G0009056,Mir7673,64
MGP_CASTEiJ_G0009057,Gm44477,110
MGP_CASTEiJ_G0038359,Gm24595,110
MGP_CASTEiJ_G0007370,Gm26617,4259
MGP_CASTEiJ_G0007371,1700010D01Rik,447
MGP_CASTEiJ_G0015086,5730405O15Rik,1836
MGP_CASTEiJ_G0035707,Gm24718,136
MGP_CASTEiJ_G0004606,F630028O10Rik,3312
MGP_CASTEiJ_G0009058,Mir223,110
MGP_CASTEiJ_G0007372,1700003E24Rik,611
MGP_CASTEiJ_G0035618,n-R5s3,112
MGP_CASTEiJ_G0007348,2010308F09Rik,703
MGP_CASTEiJ_G0009059,Gm27554,98
MGP_CASTEiJ_G0037118,Gm26000,107
MGP_CASTEiJ_G0007373,Gm14812,1791
MGP_CASTEiJ_G0007374,Gm14809,707
MGP_CASTEiJ_G0004607,Gm14808,361
MGP_CASTEiJ_G0009060,Mir676,89
MGP_CASTEiJ_G0015098,Gm14866,2121
MGP_CASTEiJ_G0007375,Gm14902,976
MGP_CASTEiJ_G0009619,Gm22160,328
MGP_CASTEiJ_G0038360,Gm24061,120
MGP_CASTEiJ_G0037119,Gm22472,134
MGP_CASTEiJ_G0015099,Gm21986,5476
MGP_CASTEiJ_G0037120,Gm25828,95
MGP_CASTEiJ_G0009061,Gm27843,104
MGP_CASTEiJ_G0015100,Gm14858,2108
MGP_CASTEiJ_G0009062,Gm26318,96
MGP_CASTEiJ_G0008993,Gm25246,69
MGP_CASTEiJ_G0035627,Gm26152,101
MGP_CASTEiJ_G0035628,Gm24509,101
MGP_CASTEiJ_G0004609,Gm26952,413
MGP_CASTEiJ_G0004610,Tsix,4221
MGP_CASTEiJ_G0007376,Xist,16791
MGP_CASTEiJ_G0009620,Gm27733,68
MGP_CASTEiJ_G0009621,Gm27927,126
MGP_CASTEiJ_G0009622,Gm27520,81
MGP_CASTEiJ_G0007377,Jpx,4731
MGP_CASTEiJ_G0009623,Gm27875,123
MGP_CASTEiJ_G0007378,Ftx,7610
MGP_CASTEiJ_G0009063,Mir421,76
MGP_CASTEiJ_G0009064,Mir374b,95
MGP_CASTEiJ_G0009065,Mir374c,49
MGP_CASTEiJ_G0009624,Gm27798,71
MGP_CASTEiJ_G0009625,Gm27987,93
MGP_CASTEiJ_G0009626,Gm27285,127
MGP_CASTEiJ_G0009627,Gm27321,205
MGP_CASTEiJ_G0037121,Gm23378,107
MGP_CASTEiJ_G0038361,Gm22266,138
MGP_CASTEiJ_G0009066,Gm24993,91
MGP_CASTEiJ_G0009067,Mir672,100
MGP_CASTEiJ_G0038362,Gm22430,107
MGP_CASTEiJ_G0037122,Gm22090,111
MGP_CASTEiJ_G0015101,5530601H04Rik,9004
MGP_CASTEiJ_G0009068,Mir384,88
MGP_CASTEiJ_G0007380,5330434G04Rik,6495
MGP_CASTEiJ_G0009069,Mir325,98
MGP_CASTEiJ_G0037085,Gm25552,91
MGP_CASTEiJ_G0037123,Gm26020,183
MGP_CASTEiJ_G0037124,Gm23656,110
MGP_CASTEiJ_G0009070,Gm27428,110
MGP_CASTEiJ_G0009071,Mir6382,110
MGP_CASTEiJ_G0037125,Gm24622,162
MGP_CASTEiJ_G0037126,Gm24491,107
MGP_CASTEiJ_G0037086,Gm25202,191
MGP_CASTEiJ_G0037127,Gm23322,167
MGP_CASTEiJ_G0037128,Gm25797,107
MGP_CASTEiJ_G0009628,Gm26415,293
MGP_CASTEiJ_G0037129,Gm26108,191
MGP_CASTEiJ_G0007381,Gm14936,2621
MGP_CASTEiJ_G0009072,Mir361,70
MGP_CASTEiJ_G0037130,Gm24831,126
MGP_CASTEiJ_G0038363,Gm23985,124
MGP_CASTEiJ_G0007382,4930555B12Rik,283
MGP_CASTEiJ_G0037131,Gm25366,124
MGP_CASTEiJ_G0035708,Gm27414,381
MGP_CASTEiJ_G0037132,Gm24624,164
MGP_CASTEiJ_G0038364,Gm24438,115
MGP_CASTEiJ_G0007383,Gm28579,369
