"gene_id","gene_name","chromosome","count","locus"
,"Sox9",11,1,"chr11:112643523-112649071"
,"2610035D17Rik",11,1,"chr11:112905219-113063152"
,"4732490B19Rik",11,0,"chr11:113064628-113070983"
,"Slc39a11",11,38,"chr11:113106168-113427129"
,"Sstr2",11,0,"chr11:113485570-113486950"
,"Cog1",11,86,"chr11:113510842-113523715"
,"D11Wsu99e",11,18,"chr11:113522632-113545465"
,"D11Wsu47e",11,73,"chr11:113545725-113555961"
,"Cpsf4l",11,1,"chr11:113559484-113571331"
,"Cdc42ep4",11,124,"chr11:113588163-113613129"
,"Sdk2",11,11,"chr11:113642103-113927265"
,"1700092K14Rik",11,0,"chr11:114059571-114060513"
,"4932435O22Rik",11,0,"chr11:114274718-114310174"
,"Rpl38",11,26,"chr11:114529856-114533645"
,"Ttyh2",11,41,"chr11:114536781-114582298"
,"Dnaic2",11,0,"chr11:114588725-114619200"
,"Kif19a",11,5,"chr11:114626702-114651889"
,"Btbd17",11,0,"chr11:114651982-114657206"
,"Gpr142",11,0,"chr11:114660237-114668059"
,"Gprc5c",11,42,"chr11:114712845-114733931"
,"Cd300a",11,213,"chr11:114751354-114765965"
,"Cd300lb",11,73,"chr11:114784094-114795700"
,"Cd300c",11,0,"chr11:114817591-114821731"
,"Cd300ld",11,140,"chr11:114843760-114851200"
,"AF251705",11,220,"chr11:114858082-114863194"
,"Gm11711",11,0,"chr11:114882041-114888326"
,"Gm11711",11,0,"chr11:114892799-114899083"
,"Cd300lh",11,0,"chr11:114903444-114909609"
,"Cd300e",11,566,"chr11:114913230-114923352"
,"Rab37",11,33,"chr11:114952744-115023554"
,"Cd300lf",11,52,"chr11:114977527-114995306"
,"Slc9a3r1",11,89,"chr11:115024654-115042492"
,"Nat9",11,68,"chr11:115044145-115048630"
,"Tmem104",11,40,"chr11:115048800-115108339"
,"Grin2c",11,0,"chr11:115110482-115128557"
,"Fdxr",11,20,"chr11:115129338-115138283"
,"Fads6",11,0,"chr11:115144679-115158860"
,"Otop2",11,0,"chr11:115168476-115193617"
,"Ush1g",11,0,"chr11:115176505-115183232"
,"Otop3",11,0,"chr11:115196047-115208240"
,"C630004H02Rik",11,8,"chr11:115209022-115229033"
,"Cdr2l",11,19,"chr11:115243229-115257446"
,"Ict1",11,12,"chr11:115265079-115272227"
,"Atp5h",11,4,"chr11:115277010-115281233"
,"Kctd2",11,69,"chr11:115281439-115292588"
,"4933422H20Rik",11,0,"chr11:115301858-115309582"
,"Mir3968",11,0,"chr11:115309274-115309374"
,"Slc16a5",11,1,"chr11:115323786-115335712"
,"Armc7",11,40,"chr11:115336990-115351780"
,"Nt5c",11,151,"chr11:115351739-115353128"
,"Hn1",11,1,"chr11:115358666-115375684"
,"Sumo2",11,0,"chr11:115384422-115397544"
,"Mir684-1",11,0,"chr11:115384445-115384530"
,"Nup85",11,24,"chr11:115425757-115445238"
,"Gga3",11,201,"chr11:115445568-115465230"
,"Mrps7",11,164,"chr11:115465464-115468938"
,"Mif4gd",11,158,"chr11:115469232-115474283"
,"Slc25a19",11,75,"chr11:115475494-115489609"
,"Grb2",11,243,"chr11:115505457-115569911"
,"2310067B10Rik",11,137,"chr11:115626746-115660347"
,"Caskin2",11,27,"chr11:115660665-115674906"
,"Tsen54",11,61,"chr11:115676052-115684416"
,"Llgl2",11,33,"chr11:115685371-115717094"
,"Recql5",11,129,"chr11:115753908-115794806"
,"2210020M01Rik",11,13,"chr11:115761452-115767583"
,"1110017F19Rik",11,2,"chr11:115773330-115775231"
,"Sap30bp",11,69,"chr11:115794972-115826848"
,"Itgb4",11,4.99999,"chr11:115836038-115869725"
,"Galk1",11,26,"chr11:115869670-115874033"
,"H3f3b",11,260,"chr11:115883274-115885818"
,"Unk",11,55,"chr11:115891635-115922508"
,"Unc13d",11,127,"chr11:115923409-115939275"
,"Wbp2",11,90,"chr11:115939886-115948278"
,"Trim47",11,13,"chr11:115967063-115971549"
,"Trim65",11,68,"chr11:115986021-115992442"
,"Mrpl38",11,39,"chr11:115993130-116000182"
,"Fbf1",11,73,"chr11:116003598-116029492"
,"Acox1",11,108,"chr11:116033201-116060359"
,"2310004N24Rik",11,80,"chr11:116060168-116076632"
,"Cdk3-ps",11,11,"chr11:116077315-116081601"
,"Evpl",11,3,"chr11:116081872-116099405"
,"Srp68",11,169,"chr11:116106479-116135531"
,"Galr2",11,3,"chr11:116142252-116145252"
,"Exoc7",11,158,"chr11:116149311-116168052"
,"Foxj1",11,0,"chr11:116192017-116196668"
,"Rnf157",11,37,"chr11:116197658-116274346"
,"Fam100b",11,3,"chr11:116295407-116300391"
,"Gm7367",11,0,"chr11:116295526-116300345"
,"Qrich2",11,0,"chr11:116302638-116315661"
,"Prpsap1",11,102,"chr11:116332129-116351660"
,"Sphk1",11,279,"chr11:116393224-116397989"
,"Ube2o",11,787,"chr11:116399066-116442761"
,"Aanat",11,0,"chr11:116455000-116458994"
,"Rhbdf2",11,78,"chr11:116459478-116488333"
,"Cygb",11,5,"chr11:116506908-116515627"
,"Gm11744",11,0,"chr11:116518421-116529703"
,"1810032O08Rik",11,93,"chr11:116532973-116537112"
,"Snord1a",11,0,"chr11:116535910-116535986"
,"Snord1c",11,0,"chr11:116533818-116533896"
,"Snord1b",11,1.00003,"chr11:116535460-116535537"
,"St6galnac2",11,49,"chr11:116538018-116555974"
,"BC018473",11,0,"chr11:116613480-116619197"
,"St6galnac1",11,0,"chr11:116626338-116636821"
,"Mxra7",11,46,"chr11:116664713-116689360"
,"Jmjd6",11,87,"chr11:116698745-116704763"
,"1110005A03Rik",11,9,"chr11:116704828-116711054"
,"Srsf2",11,389,"chr11:116711210-116714408"
,"Mfsd11",11,93,"chr11:116715328-116736951"
,"Mgat5b",11,0,"chr11:116780176-116848258"
,"2810008D09Rik",11,72,"chr11:116938096-116940269"
,"Sec14l1",11,102,"chr11:116976485-117020582"
,"Sept9",11,266,"chr11:117060974-117223639"
,"2900041M22Rik",11,0,"chr11:117472560-117474731"
,"Tnrc6c",11,93,"chr11:117515602-117624753"
,"Tmc6",11,407,"chr11:117627298-117641997"
,"Tmc8",11,122,"chr11:117643610-117654451"
,"6030468B19Rik",11,103,"chr11:117658973-117668622"
,"Syngr2",11,229,"chr11:117670980-117675600"
,"Tk1",11,193.955,"chr11:117676832-117687328"
,"Afmid",11,259.045,"chr11:117687232-117701222"
,"Birc5",11,649,"chr11:117710550-117717057"
,"Cldn27",11,0,"chr11:117722065-117726857"
,"Tha1",11,11,"chr11:117729262-117734840"
,"Socs3",11,49,"chr11:117827400-117830680"
,"Pgs1",11,79,"chr11:117848170-117885325"
,"Dnahc17",11,16,"chr11:117883036-117990533"
,"Cyth1",11,143,"chr11:118025479-118109906"
,"Usp36",11,103,"chr11:118120966-118151558"
,"Timp2",11,249,"chr11:118162374-118216725"
,"BC100451",11,1,"chr11:118193673-118203848"
,"Lgals3bp",11,752,"chr11:118254065-118263245"
,"Cant1",11,127,"chr11:118267602-118280366"
,"C1qtnf1",11,81.6292,"chr11:118289770-118313096"
,"Gm11747",11,1.37084,"chr11:118305513-118316309"
,"Engase",11,33,"chr11:118338273-118350512"
,"Rbfox3",11,12,"chr11:118351073-118770886"
,"Enpp7",11,0,"chr11:118849501-118854155"
,"Cbx2",11,24,"chr11:118884342-118892584"
,"Cbx8",11,12,"chr11:118899749-118902227"
,"Cbx4",11,59,"chr11:118938884-118947551"
,"Tbc1d16",11,35,"chr11:119004356-119089813"
,"Ccdc40",11,1,"chr11:119089885-119126526"
,"Gaa",11,58,"chr11:119129280-119147012"
,"Eif4a3",11,30,"chr11:119149676-119161357"
,"Card14",11,0,"chr11:119176100-119206689"
,"Sgsh",11,117,"chr11:119204802-119216824"
,"Slc26a11",11,34,"chr11:119216870-119242390"
,"Mir1932",11,0,"chr11:119251785-119251875"
,"A730011L01Rik",11,60,"chr11:119352660-119372779"
,"Nptx1",11,0,"chr11:119400032-119409134"
,"Gm11762",11,0,"chr11:119409943-119430360"
,"Rptor",11,70,"chr11:119464308-119760905"
,"A430071A18Rik",11,0.999961,"chr11:119682124-119695679"
,"Chmp6",11,82,"chr11:119775123-119780866"
,"Baiap2",11,22,"chr11:119804405-119868096"
,"Aatk",11,18,"chr11:119868631-119908459"
,"Mir338",11,0,"chr11:119876078-119876176"
,"Mir3065",11,0,"chr11:119876080-119876167"
,"Azi1",11,36,"chr11:119925743-119948141"
,"2410002I01Rik",11,34,"chr11:119951835-119960045"
,"1810043H04Rik",11,5,"chr11:119960247-119961738"
,"Slc38a10",11,322,"chr11:119965264-120012665"
,"2810410L24Rik",11,3,"chr11:120047963-120051170"
,"Bahcc1",11,11,"chr11:120094260-120153611"
,"Actg1",11,2,"chr11:120207003-120209798"
,"0610009L18Rik",11,0,"chr11:120209991-120212504"
,"Fscn2",11,1,"chr11:120222847-120229487"
,"2310003H01Rik",11,18,"chr11:120230875-120240060"
,"Nploc4",11,211,"chr11:120241111-120299014"
,"Tspan10",11,5,"chr11:120303944-120308635"
,"Pde6g",11,0,"chr11:120308923-120314797"
,"1810049H13Rik",11,8,"chr11:120317917-120319377"
,"Ccdc137",11,35,"chr11:120319442-120325667"
,"Arl16",11,38,"chr11:120325639-120328914"
,"Hgs",11,79,"chr11:120328948-120345298"
,"Mrpl12",11,78,"chr11:120345982-120350068"
,"Slc25a10",11,47,"chr11:120353150-120362475"
,"Gcgr",11,0,"chr11:120392040-120400298"
,"Fam195b",11,51,"chr11:120404201-120411041"
,"Ppp1r27",11,0,"chr11:120411288-120412446"
,"P4hb",11,609,"chr11:120421617-120434250"
,"Arhgdia",11,256,"chr11:120438548-120442934"
,"Alyref",11,302,"chr11:120455829-120459679"
,"Anapc11",11,48,"chr11:120459734-120469512"
,"Npb",11,0,"chr11:120469790-120470414"
,"Pcyt2",11,66,"chr11:120471400-120479204"
,"Sirt7",11,196,"chr11:120479685-120486316"
,"Mafg",11,88,"chr11:120489666-120494861"
,"Pycr1",11,3,"chr11:120497025-120504984"
,"Myadml2",11,0,"chr11:120507344-120509651"
,"Notum",11,0,"chr11:120515102-120522151"
,"Aspscr1",11,79,"chr11:120534286-120570760"
,"Stra13",11,13,"chr11:120572254-120575081"
,"Lrrc45",11,77,"chr11:120575266-120582441"
,"Rac3",11,0,"chr11:120582781-120585283"
,"Dcxr",11,5,"chr11:120586686-120588595"
,"Cbr2",11,1,"chr11:120590798-120593335"
,"Rfng",11,25,"chr11:120642058-120645518"
,"Gps1",11,8,"chr11:120645585-120650416"
,"Dus1l",11,88,"chr11:120650515-120657709"
,"Fasn",11,172,"chr11:120667271-120685861"
,"Ccdc57",11,42,"chr11:120687855-120794186"
,"Slc16a3",11,4,"chr11:120809797-120820314"
,"Csnk1d",11,145,"chr11:120823054-120852647"
,"Cd7",11,83,"chr11:120898062-120900792"
,"Sectm1b",11,1,"chr11:120914736-120924883"
,"Sectm1a",11,82,"chr11:120928716-120942453"
,"Tex19.2",11,0,"chr11:120977528-120979991"
,"Tex19.1",11,0,"chr11:121007456-121009627"
,"Uts2r",11,0,"chr11:121021584-121023287"
,"1110031I02Rik",11,21.1726,"chr11:121038906-121065962"
,"BC017643",11,302.969,"chr11:121083902-121090623"
,"Hexdc",11,32.8582,"chr11:121065746-121083970"
,"Narf",11,410,"chr11:121098549-121117170"
,"Foxk2",11,80,"chr11:121121300-121171210"
,"Wdr45l",11,29,"chr11:121188516-121215761"
,"Rab40b",11,0,"chr11:121217434-121249565"
,"Fn3krp",11,699,"chr11:121282686-121292082"
,"Fn3k",11,529,"chr11:121296266-121311804"
,"Tbcd",11,267.425,"chr11:121313262-121478484"
,"B3gntl1",11,57.5748,"chr11:121477521-121534465"
,"Zfp750",11,0,"chr11:121372289-121380656"
,"Metrnl",11,15,"chr11:121563740-121578703"
,"Ptchd3",11,0,"chr11:121691531-121704750"
,"1700012B15Rik",12,25,"chr12:3235790-3250374"
,"Rab10",12,180,"chr12:3247427-3309969"
,"Kif3c",12,20,"chr12:3365131-3406494"
,"1110002L01Rik",12,0,"chr12:3403882-3426747"
,"Asxl2",12,311,"chr12:3426856-3506849"
,"Dtnb",12,12,"chr12:3572390-3781398"
,"Dnmt3a",12,165,"chr12:3806979-3914443"
,"Gm10485",12,2,"chr12:3859292-3862244"
,"Pomc",12,0,"chr12:3954950-3960618"
,"Efr3b",12,16,"chr12:3962553-4038915"
,"Dnajc27",12,35,"chr12:4082573-4110612"
,"Adcy3",12,19.1906,"chr12:4133396-4213524"
,"2410017P09Rik",12,32.9003,"chr12:4234026-4240123"
,"Cenpo",12,157.909,"chr12:4211671-4234294"
,"Ncoa1",12,35,"chr12:4247361-4484060"
,"Itsn2",12,397,"chr12:4599813-4720758"
,"4930417G10Rik",12,0,"chr12:4720610-4745189"
,"A830093I24Rik",12,0,"chr12:4753021-4776073"
,"Pfn4",12,1,"chr12:4776100-4785072"
,"Gm6682",12,0,"chr12:4788975-4790318"
,"0610009D07Rik",12,96,"chr12:4824413-4834465"
,"Fkbp1b",12,0,"chr12:4839979-4848401"
,"BC068281",12,39,"chr12:4850108-4863773"
,"Mfsd2b",12,510,"chr12:4869243-4881165"
,"Ubxn2a",12,28,"chr12:4885837-4914326"
,"Atad2b",12,232,"chr12:4924158-5054216"
,"Klhl29",12,21,"chr12:5084273-5382488"
,"2810032G03Rik",12,3,"chr12:5383307-5422938"
,"1700101O22Rik",12,0,"chr12:7378844-7387136"
,"Apob",12,2,"chr12:7984482-8023645"
,"1110057K04Rik",12,201,"chr12:8214912-8292565"
,"Gdf7",12,0,"chr12:8304723-8308760"
,"Hs1bp3",12,25,"chr12:8320238-8350630"
,"Rhob",12,82,"chr12:8504564-8506791"
,"Slc7a15",12,0,"chr12:8535288-8605872"
,"Pum2",12,551,"chr12:8680939-8759389"
,"Sdc1",12,38,"chr12:8778201-8800493"
,"Laptm4a",12,600,"chr12:8928112-8945547"
,"Matn3",12,0,"chr12:8954734-8978834"
,"Wdr35",12,12,"chr12:8980806-9035653"
,"Ttc32",12,11,"chr12:9036802-9043200"
,"1700022H16Rik",12,0,"chr12:9572041-9577391"
,"Osr1",12,1,"chr12:9581247-9588306"
,"Nt5c1b",12,0,"chr12:10376776-10396980"
,"Rdh14",12,36,"chr12:10397585-10402368"
,"7420701I03Rik",12,0,"chr12:11054618-11085547"
,"Kcns3",12,6,"chr12:11097007-11157648"
,"Msgn1",12,0,"chr12:11215187-11215754"
,"Gen1",12,224,"chr12:11247731-11272593"
,"Smc6",12,1044,"chr12:11272691-11326591"
,"Vsnl1",12,1,"chr12:11332050-11443455"
,"4930511A02Rik",12,0,"chr12:11445038-11451618"
,"Rad51ap2",12,0,"chr12:11462884-11469734"
,"Tubb2a-ps2",12,6,"chr12:11889001-11889705"
,"Fam49a",12,410.998,"chr12:12268944-12383167"
,"4921511I17Rik",12,1.00197,"chr12:12358327-12399281"
,"Mycn",12,7,"chr12:12942898-12948642"
,"Ddx1",12,251,"chr12:13226112-13255980"
,"Nbas",12,92,"chr12:13275932-13590617"
,"Fam84a",12,13,"chr12:14154403-14158844"
,"Gm16497",12,0,"chr12:14268339-14292490"
,"4930448C13Rik",12,0,"chr12:15003194-15057195"
,"Trib2",12,135,"chr12:15798532-15823591"
,"Lpin1",12,83,"chr12:16542474-16596576"
,"Ntsr2",12,0,"chr12:16660275-16667042"
,"Greb1",12,22,"chr12:16677420-16807692"
,"E2f6",12,296,"chr12:16817770-16833558"
,"Rock2",12,315,"chr12:16901783-16995080"
,"Pqlc3",12,58,"chr12:16995453-17006924"
,"2410004P03Rik",12,2,"chr12:17011763-17018533"
,"Kcnf1",12,0,"chr12:17178905-17183694"
,"Pdia6",12,534,"chr12:17273400-17291576"
,"Atp6v1c2",12,0,"chr12:17291526-17331536"
,"Nol10",12,99,"chr12:17355298-17436901"
,"Mir3066",12,0,"chr12:17362197-17362280"
,"Odc1",12,7,"chr12:17551678-17558308"
,"Hpcal1",12,37,"chr12:17697619-17798732"
,"5730507C01Rik",12,0,"chr12:18521315-18542060"
,"1700030C10Rik",12,0,"chr12:20810252-20821640"
,"Asap2",12,124.269,"chr12:21117616-21276032"
,"Itgb1bp1",12,66.7312,"chr12:21275666-21292098"
,"Cpsf3",12,64,"chr12:21292157-21320917"
,"Iah1",12,75,"chr12:21322252-21329468"
,"Adam17",12,256,"chr12:21329369-21379452"
,"Ywhaq",12,2,"chr12:21396189-21423297"
,"2410018L13Rik",12,0,"chr12:22990696-23046943"
,"9030624G23Rik",12,0,"chr12:24728066-24782134"
,"Taf1b",12,9,"chr12:25183445-25243436"
,"Grhl1",12,2,"chr12:25257151-25302256"
,"Klf11",12,61,"chr12:25336235-25347647"
,"Cys1",12,1,"chr12:25350702-25366660"
,"Rrm2",12,875,"chr12:25393118-25399011"
,"Mboat2",12,7,"chr12:25516463-25645164"
,"Kidins220",12,510,"chr12:25659796-25744562"
,"Id2",12,24,"chr12:25778663-25780957"
,"Gm17746",12,0,"chr12:25814038-25817139"
,"4930480M12Rik",12,0,"chr12:26896131-26925572"
,"Rnf144a",12,106,"chr12:26991662-27100121"
,"Rsad2",12,3107,"chr12:27127607-27141317"
,"Cmpk2",12,1082,"chr12:27154079-27164702"
,"Gm20187",12,0,"chr12:27775101-27799860"
,"Gm9866",12,0,"chr12:27825660-27845381"
,"Sox11",12,2,"chr12:28019132-28027583"
,"Dcdc2c",12,0,"chr12:29122659-29233202"
,"Allc",12,0,"chr12:29238619-29267348"
,"Colec11",12,0,"chr12:29279037-29308155"
,"Rps7",12,10,"chr12:29315711-29320818"
,"Rnaseh1",12,71,"chr12:29334466-29344456"
,"Adi1",12,104,"chr12:29360071-29367039"
,"Ttc15",12,133,"chr12:29375492-29435318"
,"Tssc1",12,98,"chr12:29436692-29552356"
,"Myt1l",12,0,"chr12:30213248-30608074"
,"C630031E19",12,0,"chr12:30360494-30371310"
,"Pxdn",12,44,"chr12:30622900-30702523"
,"Tpo",12,0,"chr12:30739525-30817474"
,"Sntg2",12,1,"chr12:30859421-31058240"
,"2310016D03Rik",12,0,"chr12:31095423-31152223"
,"Tmem18",12,179,"chr12:31269307-31276084"
,"Fam150b",12,1.17784,"chr12:31569188-31578719"
,"Acp1",12,48.8222,"chr12:31578190-31596477"
,"Sh3yl1",12,83,"chr12:31596533-31645014"
,"Fam110c",12,4,"chr12:31758832-31764805"
,"Lamb1",12,20,"chr12:31950158-32014504"
,"Dld",12,329,"chr12:32016426-32036302"
,"Slc26a3",12,0,"chr12:32123165-32158584"
,"Cbll1",12,60,"chr12:32169693-32184481"
,"Slc26a4",12,0,"chr12:32204683-32244834"
,"Bcap29",12,222,"chr12:32280218-32319523"
,"Dus4l",12,41,"chr12:32324919-32339691"
,"Cog5",12,87,"chr12:32339733-32622495"
,"Hbp1",12,293,"chr12:32611319-32635400"
,"Gpr22",12,0,"chr12:32391731-32398791"
,"Prkar2b",12,383,"chr12:32643343-32746144"
,"Pik3cg",12,296,"chr12:32858261-32893514"
,"2010109K11Rik",12,191,"chr12:33063653-33067808"
,"Nampt",12,271,"chr12:33505199-33538234"
,"Gdap10",12,3,"chr12:33508980-33511773"
,"4933406C10Rik",12,0,"chr12:33604248-33638654"
,"Sypl",12,174,"chr12:33638809-33664367"
,"Cdhr3",12,0,"chr12:33718660-33777740"
,"F730043M19Rik",12,3,"chr12:33796575-33832451"
,"Atxn7l1",12,40,"chr12:33832550-33936022"
,"Atxn7l1",12,47,"chr12:33987379-34053142"
,"Efcab10",12,0,"chr12:34079718-34086134"
,"Twistnb",12,13,"chr12:34114488-34124245"
,"Ferd3l",12,0,"chr12:34613289-34614174"
,"Twist1",12,3,"chr12:34642535-34644696"
,"Hdac9",12,89,"chr12:35056361-35213754"
,"Prps1l1",12,0,"chr12:35669432-35671108"
,"Snx13",12,85,"chr12:35731860-35832149"
,"Mir680-3",12,0,"chr12:35879482-35879569"
,"Ahr",12,45,"chr12:36182650-36219661"
,"9130015A21Rik",12,1,"chr12:36356962-36379790"
,"Agr3",12,0,"chr12:36652207-36676317"
,"Agr2",12,1,"chr12:36719511-36730668"
,"Tspan13",12,329,"chr12:36741141-36769065"
,"Gm5434",12,0,"chr12:36816965-36818416"
,"Bzw2",12,172,"chr12:36818421-36883412"
,"Ankmy2",12,129,"chr12:36883710-36923878"
,"1700108M19Rik",12,1,"chr12:36934931-36979985"
,"Sostdc1",12,0,"chr12:37040755-37045039"
,"Ispd",12,5,"chr12:37108105-37416031"
,"Meox2",12,1,"chr12:37835132-37906115"
,"Agmo",12,8,"chr12:37968225-38308519"
,"Dgkb",12,1,"chr12:38607291-39359997"
,"4930428E07Rik",12,0,"chr12:39279395-39341108"
,"Etv1",12,5,"chr12:39506844-39594802"
,"Arl4a",12,295,"chr12:40759877-40764574"
,"Scin",12,6,"chr12:40786357-40860815"
,"Gm889",12,0,"chr12:40902972-40925902"
,"Ifrd1",12,55,"chr12:40929715-40949776"
,"Mir1938",12,0,"chr12:40949298-40949398"
,"Gm7008",12,1,"chr12:40949950-40955770"
,"Zfp277",12,41,"chr12:41041632-41172377"
,"Dock4",12,56,"chr12:41172639-41573075"
,"Immp2l",12,9,"chr12:41750676-43056573"
,"Lrrn3",12,23,"chr12:42178254-42212338"
,"Dnajb9",12,47,"chr12:45306883-45311055"
,"Gm2027",12,2,"chr12:45322342-45325367"
,"Pnpla8",12,124,"chr12:45370140-45414422"
,"Nrcam",12,9,"chr12:45429871-45702833"
,"Stxbp6",12,13,"chr12:45953472-46175470"
,"Nova1",12,1,"chr12:47795503-47919762"
,"Foxg1",12,0,"chr12:50483869-50487854"
,"3110039M20Rik",12,0,"chr12:50490638-50508333"
,"1810007C17Rik",12,0,"chr12:50577979-50581849"
,"Prkd1",12,9,"chr12:51442218-51750210"
,"G2e3",12,146,"chr12:52449216-52477973"
,"Scfd1",12,140,"chr12:52478566-52551083"
,"Coch",12,1399,"chr12:52694327-52706760"
,"Strn3",12,121,"chr12:52709527-52792901"
,"Ap4s1",12,20.0001,"chr12:52791952-52839926"
,"Hectd1",12,638,"chr12:52844708-52930523"
,"Heatr5a",12,189,"chr12:52976859-53072308"
,"6530401N04Rik",12,45,"chr12:53098493-53107488"
,"Gpr33",12,10,"chr12:53123990-53129050"
,"Nubpl",12,2,"chr12:53198732-53411946"
,"Arhgap5",12,52,"chr12:53617063-53668838"
,"1700031P21Rik",12,1,"chr12:53700970-53703309"
,"Akap6",12,21,"chr12:53800369-54252002"
,"Npas3",12,0,"chr12:54349663-55173162"
,"Egln3",12,7,"chr12:55279967-55304861"
,"Gm7550",12,0,"chr12:55488719-55492305"
,"1110002B05Rik",12,82,"chr12:55746360-55757559"
,"Mir1892",12,0,"chr12:55746919-55746999"
,"Eapp",12,118,"chr12:55774453-55796852"
,"Snx6",12,129,"chr12:55847343-55896649"
,"Cfl2",12,83,"chr12:55959805-55963864"
,"Baz1a",12,781,"chr12:55993975-56087323"
,"2700097O09Rik",12,51,"chr12:56146647-56181097"
,"Srp54a",12,0,"chr12:56181482-56216354"
,"Fam177a",12,0,"chr12:56225514-56243069"
,"Srp54b",12,0,"chr12:56256090-56290200"
,"Srp54a",12,0,"chr12:56256326-56365681"
,"Srp54c",12,0,"chr12:56331464-56364007"
,"Fam177a",12,0,"chr12:56300578-56318133"
,"Ppp2r3c",12,0,"chr12:56381800-56403987"
,"1110008L16Rik",12,7,"chr12:56403623-56483478"
,"Psma6",12,319,"chr12:56499811-56519446"
,"Nfkbia",12,201,"chr12:56590395-56593634"
,"Aldoart2",12,1,"chr12:56666121-56667696"
,"Insm2",12,0,"chr12:56699903-56703004"
,"Ralgapa1",12,225,"chr12:56703885-56922154"
,"Brms1l",12,109,"chr12:56937352-56970722"
,"Gm19990",12,0,"chr12:57354229-57367368"
,"Mbip",12,44,"chr12:57429293-57446881"
,"E030019B13Rik",12,0,"chr12:57591414-57630407"
,"Nkx2-1",12,0,"chr12:57632923-57637895"
,"C87198",12,0,"chr12:57692045-57695541"
,"Nkx2-9",12,0,"chr12:57712383-57714271"
,"Pax9",12,0,"chr12:57796625-57812217"
,"Slc25a21",12,166,"chr12:57813620-58298459"
,"Prps1l3",12,502.797,"chr12:58331398-58343155"
,"Mipol1",12,11.203,"chr12:58331411-58558228"
,"Foxa1",12,0,"chr12:58641618-58647108"
,"4921506M07Rik",12,0,"chr12:58665101-58723096"
,"Sstr1",12,0,"chr12:59312790-59317023"
,"Clec14a",12,69,"chr12:59365706-59370245"
,"Sec23a",12,113,"chr12:60059370-60113004"
,"Sip1",12,64,"chr12:60114379-60128975"
,"Trappc6b",12,44,"chr12:60144078-60162448"
,"Pnn",12,331,"chr12:60167905-60175004"
,"Mia2",12,0,"chr12:60196786-60210117"
,"Ctage5",12,165,"chr12:60230732-60291207"
,"Fbxo33",12,82,"chr12:60301641-60320470"
,"Gm20063",12,0,"chr12:62600646-62622807"
,"Lrfn5",12,0,"chr12:62625618-62946245"
,"Fscb",12,0,"chr12:65572319-65575885"
,"Gm527",12,0,"chr12:66018897-66025578"
,"Klhl28",12,28,"chr12:66043426-66066523"
,"Fam179b",12,87,"chr12:66066728-66123560"
,"Prpf39",12,177.761,"chr12:66137320-66164373"
,"Fkbp3",12,130.239,"chr12:66163418-66174925"
,"Fancm",12,166,"chr12:66176592-66233045"
,"Mis18bp1",12,387,"chr12:66233720-66273567"
,"Wdr20b",12,0,"chr12:66326503-66329441"
,"Rpl10l",12,0,"chr12:67384365-67385388"
,"Mdga2",12,1,"chr12:67567045-68323536"
,"Gm17821",12,0,"chr12:68757728-68770258"
,"Rps29",12,0,"chr12:70258708-70260173"
,"Lrr1",12,67,"chr12:70269800-70279997"
,"Rpl36al",12,0,"chr12:70283720-70285054"
,"Mgat2",12,0,"chr12:70285144-70287760"
,"1110034A24Rik",12,60.7392,"chr12:70290824-70299416"
,"9330151L19Rik",12,47.2608,"chr12:70298197-70300855"
,"Pole2",12,97,"chr12:70302765-70329177"
,"Klhdc1",12,11,"chr12:70342818-70384948"
,"Klhdc2",12,140,"chr12:70397667-70411674"
,"Nemf",12,185,"chr12:70412529-70458163"
,"Arf6",12,289,"chr12:70473136-70476967"
,"5830428M24Rik",12,7,"chr12:70565773-70576537"
,"Mettl21d",12,14,"chr12:70678614-70684015"
,"Sos2",12,115,"chr12:70684747-70782839"
,"L2hgdh",12,18,"chr12:70791422-70825861"
,"Atp5s",12,35,"chr12:70825948-70845645"
,"Cdkl1",12,27,"chr12:70847834-70891694"
,"Mir681",12,0,"chr12:70864821-70864931"
,"4930512B01Rik",12,1.11433,"chr12:70891330-70942867"
,"4931403G20Rik",12,4.32007,"chr12:70944672-70954658"
,"Atl1",12,3,"chr12:70994091-71065072"
,"Gm3086",12,8,"chr12:71064395-71070731"
,"Map4k5",12,301.566,"chr12:70904743-70994150"
,"Sav1",12,213,"chr12:71065998-71087989"
,"Nin",12,305,"chr12:71112421-71212912"
,"Abhd12b",12,0,"chr12:71255157-71284193"
,"Pygl",12,42,"chr12:71291801-71328670"
,"F730035M05Rik",12,0,"chr12:71328827-71335152"
,"Trim9",12,0,"chr12:71345523-71448601"
,"Tmx1",12,300,"chr12:71554140-71568611"
,"Frmd6",12,18,"chr12:71926500-72003221"
,"Actr10",12,140,"chr12:72038843-72065704"
,"Psma3",12,0,"chr12:72075609-72095910"
,"3110056K07Rik",12,122,"chr12:72092601-72116810"
,"Arid4a",12,283,"chr12:72116953-72200338"
,"Tomm20l",12,0,"chr12:72212414-72224209"
,"Timm9",12,47,"chr12:72224158-72237662"
,"2700049A03Rik",12,56,"chr12:72237834-72344290"
,"Dact1",12,42,"chr12:72410870-72421094"
,"4930404H11Rik",12,0,"chr12:72641593-72657120"
,"Daam1",12,254,"chr12:72932064-73093354"
,"Gpr135",12,0,"chr12:73170604-73171978"
