"gene_name","gene_id_mat","gene_id_pat","chromosome_mat","chromosome_pat","exon_length_mat","exon_length_pat","rpkm_mouse_1_female_mat_bl6","rpkm_mouse_2_female_mat_bl6","rpkm_mouse_4_female_mat_bl6","rpkm_mouse_7_male_mat_bl6","rpkm_mouse_8_male_mat_bl6","rpkm_mouse_1_female_pat_cast","rpkm_mouse_2_female_pat_cast","rpkm_mouse_4_female_pat_cast","rpkm_mouse_7_male_pat_cast","rpkm_mouse_8_male_pat_cast"
"Cnga2","ENSMUSG00000005864","MGP_CASTEiJ_G0034755","X","X",3095,3095,0.27593422456001,0.166902405535372,0.517449245586489,0.427031397485635,0.237563190818911,0.222204875798593,0,0,0,0
"Cnksr2","ENSMUSG00000025658","MGP_CASTEiJ_G0035179","X","X",9353,9267,0,0,0,0,0,0,0,0,0,0
"Col4a5","ENSMUSG00000031274","MGP_CASTEiJ_G0035111","X","X",6719,6718,16.9049240254144,20.5272073746447,14.7184044324779,10.3860340603531,9.9581016339027,1.94503687426857,3.487188833821,2.10497333176879,1.22249549457067,1.27469084473724
"Col4a6","ENSMUSG00000031273","MGP_CASTEiJ_G0035110","X","X",7969,7973,2.96496270030109,3.82447154759525,1.55749365879645,1.09461291961841,1.38397178237771,0.560668078374288,0.572392895477011,0.0412473809654758,0.158471856603069,0.111108263167649
"Cox7b","ENSMUSG00000031231","MGP_CASTEiJ_G0034964","X","X",1214,1214,0.703473167226713,0.638257345714961,2.63839442354231,0.653210300766742,1.0094152602753,0,0,0,0,0.243236184029562
"Cpxcr1","ENSMUSG00000072995","MGP_CASTEiJ_G0035005","X","X",1596,1596,0,0,0,0,0,0,0,0,0,0
"Cstf2","ENSMUSG00000031256","MGP_CASTEiJ_G0035024","X","X",9162,9180,0.466064410070525,0.73295331660289,0.873993350300253,0.807826695178021,0.588506063554525,0,0,0,0,0
"Ctag2","ENSMUSG00000031181","MGP_CASTEiJ_G0034731","X","X",854,854,0,0,0,0,0,0,0,0,0,0
"Ctps2","ENSMUSG00000031360","MGP_CASTEiJ_G0035201","X","X",4726,4720,11.6856528743523,12.2965153041361,13.3006956289229,12.4168007997632,14.2093886803612,1.38419043658223,1.93376633713483,1.39349732388872,1.20460434473162,1.81427396079338
"Cul4b","ENSMUSG00000031095","MGP_CASTEiJ_G0034630","X","X",3992,3873,0.499174597118622,0.646997676768506,0.702062744591138,1.92025065537691,2.57856038531649,3.28502341235165,2.19955726926362,1.69824615769552,0.570905808731856,0.914914724746363
"Cxcr3","ENSMUSG00000050232","MGP_CASTEiJ_G0034929","X","X",1731,1731,0,0.149209400673592,0,0.152705046241253,0.141586380817356,0,0,0,0,0
"Cybb","ENSMUSG00000015340","MGP_CASTEiJ_G0034535","X","X",5802,5808,0,0.0445159380499806,0,0,0,0,0.104767873178104,0,0,0
"Cylc1","ENSMUSG00000073001","MGP_CASTEiJ_G0034988","X","X",1923,1996,0,0,0,0,0,0,0,0,0,0
"Cypt1","ENSMUSG00000023257","MGP_CASTEiJ_G0034556","X","X",676,676,0,0,0,0,0,0,0,0,0,0
"Cypt14","ENSMUSG00000095240","MGP_CASTEiJ_G0034635","X","X",527,508,0,0,0,0,0,0,0,0,0,0
"Cypt15","ENSMUSG00000079619","MGP_CASTEiJ_G0034634","X","X",532,519,0,0,0,0,0,0,0,0,0,0
"Cypt2","ENSMUSG00000090132","MGP_CASTEiJ_G0034959","X","X",739,697,0,0,0,0,0,0,0,0,0,0
"Cypt3","ENSMUSG00000048573","MGP_CASTEiJ_G0034960","X","X",750,675,0,0,0,0,0,0,0,0,0,0
"Cysltr1","ENSMUSG00000052821","MGP_CASTEiJ_G0034970","X","X",5071,5142,0,0,0,0,0,0,0,0,0,0
"Dach2","ENSMUSG00000025592","MGP_CASTEiJ_G0035001","X","X",9864,9868,0,0,0,0,0,0,0,0,0,0
"Dcaf12l1","ENSMUSG00000045284","MGP_CASTEiJ_G0034645","X","X",3532,3531,0.0805980016056276,0,0,0,0,0.29215127043188,0.086164232146478,0,0,0
"Dcaf12l2","ENSMUSG00000050926","MGP_CASTEiJ_G0034644","X","X",2894,2885,0,0,0,0,0,0,0,0,0,0
"Dcx","ENSMUSG00000031285","MGP_CASTEiJ_G0035124","X","X",12649,12647,0,0,0,0.0208974966434982,0.038751842073657,0,0,0,0,0
"Ddx3x","ENSMUSG00000000787","MGP_CASTEiJ_G0034550","X","X",3848,5277,271.503835741386,260.160859580501,293.20700751846,304.518109290103,315.083307338589,21.3732709603657,24.0998271272411,28.9167199081127,5.92600507660275,6.71492273818963
"Dgat2l6","ENSMUSG00000067597","MGP_CASTEiJ_G0034906","X","X",4756,4741,0,0,0,0,0.0515319649274271,0,0,0,0,0
"Dgkk","ENSMUSG00000062393","MGP_CASTEiJ_G0034488","X","X",7671,7158,0,0,0.0521935019909459,0,0,0,0,0,0,0
"Diaph2","ENSMUSG00000034480","MGP_CASTEiJ_G0035018","X","X",11733,11553,0.703613066433242,0.814490282531454,1.26258630270044,1.86990472245968,1.7755315896669,2.79780422903508,2.47547086892289,3.1597036178126,1.03896936472038,0.843462997021755
"Dkc1","ENSMUSG00000031403","MGP_CASTEiJ_G0034818","X","X",4107,4121,3.04981111115836,3.7103985588978,4.77683012779517,4.76274657736231,3.87888766439367,0.333765634844283,0.516797215715724,0.0798023218727829,0.153299698216,0.358273146580792
"Dlg3","ENSMUSG00000000881","MGP_CASTEiJ_G0034913","X","X",5840,5844,6.53186078491854,7.16465728693322,6.85575948240661,5.56727560108969,5.24584814201292,9.00254841386779,8.38186011245439,9.96050140545511,8.32385358295799,8.64037857416718
"Dmrtc1a","ENSMUSG00000031323","MGP_CASTEiJ_G0034942","X","X",1330,1388,0,0,0,0,0,0,0,0,0,0
"Dnase1l1","ENSMUSG00000019088","MGP_CASTEiJ_G0034799","X","X",2103,2121,16.2437741324438,18.6679904089539,15.4210578485859,12.6949956915856,14.4511018184311,1.296980840352,1.29100100583825,1.08536425226976,1.19141547637555,0.835328790415527
"Dock11","ENSMUSG00000031093","MGP_CASTEiJ_G0034594","X","X",9241,9240,0,0,0,0,0,0,0,0,0,0
"Drp2","ENSMUSG00000000223","MGP_CASTEiJ_G0035031","X","X",8402,8553,0.169407368287953,0,0,0.0314606563965256,0.175019775192699,0,0,0,0,0.0345245793770477
"Dusp21","ENSMUSG00000025043","MGP_CASTEiJ_G0034563","X","X",845,845,0,0,0,0,0,0,0,0,0,0
"Dusp9","ENSMUSG00000031383","MGP_CASTEiJ_G0034775","X","X",2725,2722,0.835734727841693,0.56869315060401,0.146927102301852,0.67901909919459,0.629578780317029,0.252653964216255,0,0.483270196087786,0.46417932134323,0.325446797294514
"Dynlt3","ENSMUSG00000031176","MGP_CASTEiJ_G0034536","X","X",1453,2576,145.372834907047,143.450205341192,139.704618969498,157.90815803018,163.61558461046,6.00690684721449,4.96053103873718,4.34061433497015,3.31079144437106,3.32429079772701
"Ebp","ENSMUSG00000031168","MGP_CASTEiJ_G0034526","X","X",2305,2310,20.1308282396466,28.7975437958607,14.5907217860711,22.8208913551749,25.7313744456191,2.53058648055043,4.74149460326048,2.70495324689049,2.73484007077115,3.45142668403506
"Eda","ENSMUSG00000059327","MGP_CASTEiJ_G0034902","X","X",6592,6825,0.431844875107823,0.626896778072786,0.607367041523887,0.481187685152199,0.483331056967986,0.100765434519655,0.401203389506656,0.0481854019688994,0,0.302860233242963
"Eda2r","ENSMUSG00000034457","MGP_CASTEiJ_G0034894","X","X",4947,5891,0,0.104419435037796,0,0,0,0.0583707427089327,0,0,0,0
"Efhc2","ENSMUSG00000025038","MGP_CASTEiJ_G0034561","X","X",2496,2554,0,0,0,0,0.0981915165043443,0,0,0,0,0
"Efnb1","ENSMUSG00000031217","MGP_CASTEiJ_G0034899","X","X",3447,3452,37.6589778363826,41.211142997184,34.6133314256509,29.9070640171184,25.312046698394,3.18759717541898,2.11526700145456,2.28643361602135,3.11115786729963,1.88190961849987
"Egfl6","ENSMUSG00000000402","MGP_CASTEiJ_G0035226","X","X",2678,2704,549.253530998676,539.227674800761,641.529101582523,662.607780600352,673.025627066049,74.2660630378034,78.5368494042276,84.2839128429558,78.968507043517,99.7036272659225
"Eif1ax","ENSMUSG00000067194","MGP_CASTEiJ_G0035182","X","X",5383,5266,20.1486319852648,22.6949909945592,19.7845272345341,16.5975038165966,17.2102020292868,4.50559839073002,2.19546987105016,3.37233761785755,2.81923268594402,4.14951876727683
"Eif2c5","ENSMUSG00000085146","MGP_CASTEiJ_G0007388","X","X",1416,1416,0,0,0,0,0.173083351126302,0,0,0,0,0
"Eif2s3x","ENSMUSG00000035150","MGP_CASTEiJ_G0034872","X","X",3833,3812,3.71343779899657,4.37993626840313,6.7895807449036,4.55151075212057,3.26099329113932,11.275644192626,11.3333993511827,9.14473479916061,3.9774274271656,4.6477764020759
"Elf4","ENSMUSG00000031103","MGP_CASTEiJ_G0034656","X","X",6154,6148,2.03535492907497,2.26636326268497,1.56142874399433,0.859058937418291,1.59301933828302,0.950822181208765,0.940252467546367,0.374440074668863,0.205513356001346,0.28818028049306
"Elk1","ENSMUSG00000009406","MGP_CASTEiJ_G0034580","X","X",5381,5381,2.48645059627218,2.44793813433662,3.05062822982241,2.16142485447292,2.41396754048071,0.7029330046983,0.961193154256948,1.10008857682202,0.704420802469581,0.932895068946685
"Emd","ENSMUSG00000001964","MGP_CASTEiJ_G0034797","X","X",1974,2517,9.66212436269612,10.59817592596,12.9807936380157,7.76660650077471,7.44942325820193,2.45908494849814,2.17577523510761,1.95986512775768,1.75694731602581,1.99440141676683
"Enox2","ENSMUSG00000031109","MGP_CASTEiJ_G0034664","X","X",4356,4356,3.52899349179021,4.26911524902459,2.66549914127728,3.39821312269102,2.81320047285174,0.473639180851684,0.209535746356208,0.452982601153909,0.217544096538614,0.881256532680109
"Eras","ENSMUSG00000031160","MGP_CASTEiJ_G0034517","X","X",1055,1077,0,0.244816561673922,0.379503652864973,0.751656213394147,1.39385417172423,0,0,0,0.293290648258188,0.274177091375941
"Ercc6l","ENSMUSG00000051220","MGP_CASTEiJ_G0034934","X","X",4977,5302,0.228790148017743,0.207580046265612,0.0804453192229347,0.159332390020258,0.393949809435151,0,0,0.0620266632285436,0.119152783166378,0.167081513058406
"Esx1","ENSMUSG00000023443","MGP_CASTEiJ_G0035082","X","X",1985,1985,0,0,0.201700933890451,0.266329909363837,0.246938060649716,0,0,0,0,0.14876006418735
"Etd","ENSMUSG00000060967","MGP_CASTEiJ_G0034688","X","X",471,478,0,0,0,0,0,0,0,0,0,0
"F630028O10Rik","ENSMUSG00000078122","MGP_CASTEiJ_G0004606","X","X",3312,3295,0,0,0,0,0.147998807484809,0,0,0,0,0
"F8","ENSMUSG00000031196","MGP_CASTEiJ_G0034821","X","X",7128,9905,0.0399371691457739,0.108704323470534,0.337017132805173,0.407920424450013,0.171917806674273,0.104148019777382,0,0,0,0.0298120875731337
"F8a","ENSMUSG00000078317","MGP_CASTEiJ_G0034768","X","X",2491,2505,2.39988557811827,3.62900503404639,3.37531249667743,2.33452973543131,2.45971522676479,0.411810832692602,0.364366351747562,0.393850740643998,0,0.117879731501752
"F9","ENSMUSG00000031138","MGP_CASTEiJ_G0034719","X","X",2739,2734,0,0,0,0,0,0,0,0,0,0
"Fam120c","ENSMUSG00000025262","MGP_CASTEiJ_G0035143","X","X",5823,5823,1.5155137200418,1.68550505881977,1.65018589911405,1.31644180255275,0.841786107487011,0.23620954511305,0.0522489960002085,0.395338756493932,0.542459261847962,0.202843020719141
"Fam122b","ENSMUSG00000036022","MGP_CASTEiJ_G0034685","X","X",4405,4409,0.840122098007718,0.938139287413349,1.54515278413922,0.540066269101583,0.723295874581831,0.077990937922051,0.138011296760814,0.149179119273186,0.214929028015923,0
"Fam122c","ENSMUSG00000036013","MGP_CASTEiJ_G0034686","X","X",915,995,0,0,0,0,0,0,0,0,0,0
"Fam199x","ENSMUSG00000042595","MGP_CASTEiJ_G0035081","X","X",8093,8299,5.06521542081244,3.60630253304789,4.7987775010425,3.20086230498871,2.93751939254909,1.03585385377251,0.989834847589924,1.228440344809,1.06572753209711,1.20976222822078
"Fam3a","ENSMUSG00000031399","MGP_CASTEiJ_G0034808","X","X",2486,2485,17.5200473353478,18.9087803728921,18.521030041771,21.0530257999334,24.7452101061568,6.22687808387305,8.20300826902106,6.35232904829434,2.28802112963108,0.950627693881332
"Fam47c","ENSMUSG00000078315","MGP_CASTEiJ_G0034845","X","X",1634,1639,0,0,0,0,0,0,0,0,0,0
"Fam50a","ENSMUSG00000001962","MGP_CASTEiJ_G0034803","X","X",2270,2288,2.88434328565408,3.9823134536606,3.70392221551695,3.37693419218707,3.13105494742311,23.1445607412333,23.1375818380259,17.5356533869773,20.0182404218706,21.5529796668643
"Fam90a1b","ENSMUSG00000043549","MGP_CASTEiJ_G0034874","X","X",2959,3022,0,0,0,0,0,0,0,0,0,0.0977130137034708
"Fancb","ENSMUSG00000047757","MGP_CASTEiJ_G0035218","X","X",2983,2956,1.24060940051089,1.29876704273879,1.61063233163612,2.65838855223206,3.12211497063495,1.04694127458894,0.617549195620867,0.445014030362298,0.534293011119872,1.09884167846102
"Fate1","ENSMUSG00000053593","MGP_CASTEiJ_G0034754","X","X",1499,1500,0.189908033136142,0,0,0.352678365635234,0.326999366504127,0,0,0,0,0.393718303215852
"Fgd1","ENSMUSG00000025265","MGP_CASTEiJ_G0035140","X","X",4931,4931,0.288655588796468,0.628549517499869,0.974349268965839,0.589668786347534,0.994062158567606,0.209204245770628,0.0617006497078106,0,0.19217645194123,0
"Fgf13","ENSMUSG00000031137","MGP_CASTEiJ_G0034718","X","X",3964,4019,0,0,0,0,0,0,0,0,0,0
"Fgf16","ENSMUSG00000031230","MGP_CASTEiJ_G0034961","X","X",1693,1645,0,0,0,0,0,0,0,0,0,0
"Fhl1","ENSMUSG00000023092","MGP_CASTEiJ_G0034705","X","X",3862,3714,5.15977470662231,8.22595057628599,3.62847550026906,0.821333304123071,1.07883542939211,1.29619510882513,1.55645454240039,0.796927387167379,0.680396398867136,0.477041562862502
"Flna","ENSMUSG00000031328","MGP_CASTEiJ_G0034796","X","X",9400,9457,34.1606570005292,35.499964101623,40.3357879811278,50.9824153972406,45.523425530872,6.18129932332821,6.88470163833898,6.81586255829509,6.81382063524478,6.96303121633194
"Fmr1","ENSMUSG00000000838","MGP_CASTEiJ_G0034736","X","X",7770,8966,5.64215055564296,5.25205568409602,8.19302963318338,5.4091193271472,5.77229634628782,1.18890513096676,1.42519829977548,1.6872414619826,0.986445771678999,1.81138523395649
"Fmr1nb","ENSMUSG00000062170","MGP_CASTEiJ_G0034737","X","X",937,937,0,0,0,0,0.261564594658317,0,0,0,0,0
"Foxo4","ENSMUSG00000042903","MGP_CASTEiJ_G0034917","X","X",3489,3485,14.5232562962028,18.3587862414345,16.6393153617137,17.1221353739912,19.4579618741678,1.77604499723667,2.2698403146168,1.13239151255462,2.99105966420208,1.94882086957631
"Foxp3","ENSMUSG00000039521","MGP_CASTEiJ_G0034494","X","X",3991,4577,0,0.323579895472297,0.300959424033485,0,0.122819356148756,0.300513039369301,0,0,0,0
"Foxr2","ENSMUSG00000071665","MGP_CASTEiJ_G0035158","X","X",3217,3213,0,0,0,0,0,0,0,0,0,0
"Frmpd3","ENSMUSG00000042425","MGP_CASTEiJ_G0035101","X","X",8438,10256,0,0,0,0,0,0,0,0,0,0
"Frmpd4","ENSMUSG00000049176","MGP_CASTEiJ_G0035231","X","X",9627,9680,0,0,0,0,0,0,0,0,0,0
"Fthl17a","ENSMUSG00000035491","MGP_CASTEiJ_G0034852","X","X",835,835,0,0,0,0,0,0,0,0,0,0
"Ftsj1","ENSMUSG00000031171","MGP_CASTEiJ_G0034528","X","X",4776,4760,10.1924070824443,10.4913328471109,10.9818472244982,8.19120611106659,8.51848412528141,1.87823806255386,1.53401295987839,2.00359153039798,1.39356188900324,1.67495706725231
"Ftx","ENSMUSG00000086370","MGP_CASTEiJ_G0007378","X","X",7610,10205,1.57112088701514,1.22183088204672,1.78880368308365,1.07678127284518,1.73911239954291,0.741299852676443,0.506828061054056,0.515614492406057,0.123811476011394,0.462971057186695
"Fundc1","ENSMUSG00000025040","MGP_CASTEiJ_G0034562","X","X",840,2353,27.7894233536051,20.2935442730419,17.158986590252,19.8249326282706,22.1744498985811,0,0,0,0,0
"Fundc2","ENSMUSG00000031198","MGP_CASTEiJ_G0034822","X","X",2805,2785,0.101487394535143,0.460394781757554,1.85557668415084,1.31930627116239,0.873746970391598,2.09897837345475,1.74791183459512,1.88935220646456,1.81471614031781,2.33262190415137
"G6pdx","ENSMUSG00000031400","MGP_CASTEiJ_G0034810","X","X",3079,3080,17.4741912230703,19.0418623814483,18.2048358324639,16.3973676821465,20.1386048633632,3.79587972082564,2.66709071433402,2.88291069734381,2.56391256634795,1.43809445168128
"Gabra3","ENSMUSG00000031343","MGP_CASTEiJ_G0034759","X","X",3846,3924,0,0,0,0,0,0,0,0,0,0
"Gabre","ENSMUSG00000031340","MGP_CASTEiJ_G0034757","X","X",4700,4736,0.847959570935122,0.82430257201911,1.27779687374217,4.10558888471987,5.68390994600807,1.08909009279452,0.385446668550524,1.11103165012749,0.333481870960798,0.498798526033596
"Gabrq","ENSMUSG00000031344","MGP_CASTEiJ_G0034760","X","X",5329,5352,0.2670971492504,0.0484671556701046,0.0751316107660999,0.0992052674211328,0,0.0642492610796567,0,0,0,0
"Gata1","ENSMUSG00000031162","MGP_CASTEiJ_G0034519","X","X",2438,2438,0,0,0,0,0,0,0,0,0,0
"Gdi1","ENSMUSG00000015291","MGP_CASTEiJ_G0034802","X","X",4005,4296,20.3997265067663,22.5714145812973,24.1925287423112,13.3981234241829,16.5838483964551,8.40444943117409,10.5522904219443,6.35377690417418,7.8674397147638,7.90460978872607
"Gdpd2","ENSMUSG00000019359","MGP_CASTEiJ_G0034912","X","X",4609,4609,9.20289631351496,4.53911895809178,2.77978809301833,3.49843318239534,3.50958508632234,1.26831303321143,0.924157659346712,0.285411471848764,0.61680760546032,1.08915347494079
"Gemin8","ENSMUSG00000040621","MGP_CASTEiJ_G0035220","X","X",2434,2487,4.79521684819809,5.73015592381402,5.26378115066618,6.29880083505722,5.84017644260514,3.31833095583424,2.6913590195427,2.77690902179031,2.15917108120593,4.27438447399598
"Gja6","ENSMUSG00000055691","MGP_CASTEiJ_G0035193","X","X",2016,2017,0.141206419479701,0,0,0,0,0,0,0,0,0
"Gjb1","ENSMUSG00000047797","MGP_CASTEiJ_G0034923","X","X",1707,1707,5.50332787061835,2.57222321829045,7.27104098825362,2.01307654104681,2.87154100989857,0.805769291853129,0.356468545646413,0.385313847027227,0,0.172986952203801
"Gk","ENSMUSG00000025059","MGP_CASTEiJ_G0034854","X","X",7701,7743,13.7881715158176,12.5770097665557,15.493072772915,23.6152078054801,24.4735947766309,1.4655104603958,1.96465132189858,2.12363017201174,1.34622793875039,1.56358489266272
"Gla","ENSMUSG00000031266","MGP_CASTEiJ_G0035037","X","X",3274,3265,0,0.157777319832613,0,1.13031584930071,2.02117369586462,4.21270499599783,4.28646602469337,3.0217338600711,5.90147495210357,4.61247323062981
"Glod5","ENSMUSG00000031163","MGP_CASTEiJ_G0034520","X","X",673,673,0,0,0,0,0,0,0,0,0,0
"Glra2","ENSMUSG00000018589","MGP_CASTEiJ_G0035219","X","X",3130,3150,0,0,0,0,0,0,0,0,0,0
"Glra4","ENSMUSG00000018595","MGP_CASTEiJ_G0035071","X","X",2010,2010,0,0,0.199192215807237,0.131508674151049,0,0,0,0,0,0
"Gm10112","ENSMUSG00000062226","MGP_CASTEiJ_G0034989","X","X",354,349,0,0,0,0,0,0,0,0,0,0
"Gm10477","ENSMUSG00000073173","MGP_CASTEiJ_G0034701","X","X",165,205,0,1.56534225797568,0,0,2.97073969933144,0,0,0,0,1.44043281664336
"Gm1141","ENSMUSG00000073130","MGP_CASTEiJ_G0034752","X","X",2696,2994,0.105590556999658,0.191603466295243,0.297015099237794,0,0,0,0,0,0,0.0986268294628887
"Gm14379","ENSMUSG00000087252","MGP_CASTEiJ_G0015080","X","X",1880,1878,0.1514213519527,0,0,0.140602359065749,0.260729814037067,0,0,0,0,0.62894297638315
"Gm14493","ENSMUSG00000085587","MGP_CASTEiJ_G0004585","X","X",543,543,0,0,0,0,0,0,0,0,0,0
"Gm14549","ENSMUSG00000084990","MGP_CASTEiJ_G0004586","X","X",1035,1035,0.275045547508287,0,0,0,0.236798091975694,0,0,0,0,0
"Gm14565","ENSMUSG00000085635","MGP_CASTEiJ_G0007357","X","X",2142,2494,0,0,0,0,0,0,0,0,0,0
"Gm14569","ENSMUSG00000091556","MGP_CASTEiJ_G0034599","X","X",5722,5722,0,0.0451383209657441,0.139942801038989,0.184783247146877,0.0856644617947722,0,0,0,0,0
"Gm14582","ENSMUSG00000086704","MGP_CASTEiJ_G0004590","X","X",1184,1189,0,0,0,0,0,0,0,0,0,0
"Gm14634","ENSMUSG00000085891","MGP_CASTEiJ_G0015085","X","X",2616,2622,0,0.0987314497576405,0.153049064897762,0.606267052852312,0,0,0,0,0,0
"Gm14635","ENSMUSG00000087591","MGP_CASTEiJ_G0007347","X","X",1620,1614,0,0,0,0,0,0,0,0,0,0
"Gm14636","ENSMUSG00000073274","MGP_CASTEiJ_G0015087","X","X",6983,7009,0.0407664530532832,0.0739743584608299,0.0573358662140264,0.0378537068657609,0.140390104651206,0,0,0.0469204406388555,0.0450669179874544,0.337039494834514
"Gm14662","ENSMUSG00000087565","MGP_CASTEiJ_G0004595","X","X",734,734,0,0,0,0,0,0,0,0,0,0
"Gm14664","ENSMUSG00000087401","MGP_CASTEiJ_G0007361","X","X",361,437,0,0,0,0,0,0,0,0,0,0
"Gm14684","ENSMUSG00000084944","MGP_CASTEiJ_G0007365","X","X",123,123,0,0,0,0,0,0,0,0,0,0
"Gm14696","ENSMUSG00000087369","MGP_CASTEiJ_G0007358","X","X",3980,3976,0,0,0,0,0,0,0,0,0,0
"Gm14697","ENSMUSG00000086948","MGP_CASTEiJ_G0004589","X","X",648,648,0,0,0,0,0,0,0,0,0,0
"Gm14703","ENSMUSG00000087644","MGP_CASTEiJ_G0004582","X","X",1823,1820,0,0,0,0.144998593002528,0,0,0,0,0,0
"Gm14705","ENSMUSG00000086676","MGP_CASTEiJ_G0004596","X","X",1906,1906,0,0,0,0,0,0,0,0,0,0
"Gm14707","ENSMUSG00000086104","MGP_CASTEiJ_G0004602","X","X",400,398,0,0,0,0,0,0,0,0,0,0
"Gm14715","ENSMUSG00000085598","MGP_CASTEiJ_G0007366","X","X",639,643,0,0,0,0,0,0,0,0,0,0
"Gm14718","ENSMUSG00000085808","MGP_CASTEiJ_G0004593","X","X",747,752,0,0,0,0,0,0,0,0,0,0
"Gm14762","ENSMUSG00000078314","MGP_CASTEiJ_G0007368","X","X",2984,2985,0,0.0865554532727841,0,0,0,0,0,0,0,0
"Gm14764","ENSMUSG00000087232","MGP_CASTEiJ_G0004603","X","X",313,313,0,0,0,0.844512572024308,0,0,0,0,0,0
"Gm14773","ENSMUSG00000059972","MGP_CASTEiJ_G0007369","X","X",451,451,0,0,0,0,0,0,0,0,0,0
"Gm14798","ENSMUSG00000087640","MGP_CASTEiJ_G0004604","X","X",1189,1189,0,0,0,0,0,0,0,0,0,0
"Gm14808","ENSMUSG00000085553","MGP_CASTEiJ_G0004607","X","X",361,361,0,0,0,0,0,0,0,0,0,0
"Gm14809","ENSMUSG00000085053","MGP_CASTEiJ_G0007374","X","X",707,695,0,0,0,0,0,0,0,0.473187580485954,0,0
"Gm14812","ENSMUSG00000073051","MGP_CASTEiJ_G0007373","X","X",1791,1794,0,0,0,0,0,0,0,0,0,0
"Gm14817","ENSMUSG00000085669","MGP_CASTEiJ_G0015096","X","X",643,643,0,0,0,0,0,0,0,0,0,0
"Gm14820","ENSMUSG00000087193","MGP_CASTEiJ_G0004583","X","X",2093,2096,0,0,0,0.252587133343152,0.117097957570398,0,0,0,0,0
"Gm14858","ENSMUSG00000085568","MGP_CASTEiJ_G0015100","X","X",2108,2109,0,0.245048835451601,0,0,0,0,0,0,0,0.140013621342764
"Gm14862","ENSMUSG00000079694","MGP_CASTEiJ_G0034533","X","X",867,870,0,0,0,0,0,0,0,0,0,0
"Gm14866","ENSMUSG00000085314","MGP_CASTEiJ_G0015098","X","X",2121,2118,0.134216002673775,0,0.188767729265698,0,0,0,0,0,0,0
"Gm14902","ENSMUSG00000086736","MGP_CASTEiJ_G0007375","X","X",976,1007,0,0,0,0,0,0,0,0,0,0
"Gm14929","ENSMUSG00000086431","MGP_CASTEiJ_G0007384","X","X",1803,1850,0,0,0,0,0,0,0,0,0,0
"Gm14936","ENSMUSG00000084963","MGP_CASTEiJ_G0007381","X","X",2621,2621,0,0,0,0,0,0,0,0,0,0
"Gm15008","ENSMUSG00000087155","MGP_CASTEiJ_G0004587","X","X",460,460,0,0,0,0,0,0,0,0,0,0
"Gm15046","ENSMUSG00000086441","MGP_CASTEiJ_G0007387","X","X",408,408,0,0,0,0,0,0,0,0,0,0
"Gm15063","ENSMUSG00000086937","MGP_CASTEiJ_G0004601","X","X",895,895,0,0,0,0,0,0,0,0,0,0
"Gm15138","ENSMUSG00000086286","MGP_CASTEiJ_G0007392","X","X",379,379,0,0,0,0,0,0,0,0,0,0
"Gm15156","ENSMUSG00000084932","MGP_CASTEiJ_G0004614","X","X",417,417,0,0,0,0,0,0,0,0,0,0
"Gm15169","ENSMUSG00000086188","MGP_CASTEiJ_G0004615","X","X",4553,4552,0,0,0,0,0,0,0,0,0,0
"Gm15201","ENSMUSG00000086034","MGP_CASTEiJ_G0015114","X","X",1211,1210,0,0,0,0.436552328726025,0.809532700891308,0,0,0,0,0
"Gm15202","ENSMUSG00000087571","MGP_CASTEiJ_G0004618","X","X",393,393,0,0,0,0,0,0,0,0,0,0
"Gm15226","ENSMUSG00000087677","MGP_CASTEiJ_G0007396","X","X",2963,2971,0,0,0,0,0,0,0,0,0,0
"Gm15228","ENSMUSG00000087340","MGP_CASTEiJ_G0007401","X","X",3430,3440,0,0.0753007208647194,0,0,0.142907303320608,0.0999598968890473,0,0,0,0
"Gm15230","ENSMUSG00000084920","MGP_CASTEiJ_G0007398","X","X",511,510,1.11417667973024,7.58164792268066,2.3505461082537,0.517284608695907,1.4388612046664,0,0,1.28966811152054,1.23872167911399,0
"Gm15232","ENSMUSG00000084806","MGP_CASTEiJ_G0007400","X","X",2346,2318,0,0,0.511990222215532,0,0,0,0,0,0,0
"Gm15239","ENSMUSG00000086258","MGP_CASTEiJ_G0004619","X","X",603,603,0,0,0,0,0,0,0,0,0,0
"Gm15241","ENSMUSG00000087505","MGP_CASTEiJ_G0004616","X","X",473,474,0,0,0,0,0,0,0,0,0,0
"Gm15243","ENSMUSG00000085695","MGP_CASTEiJ_G0004617","X","X",382,382,0,0,0,0,0,0,0,0,0,0
"Gm15245","ENSMUSG00000087587","MGP_CASTEiJ_G0007402","X","X",1185,1186,0,0,0,0,0,0,0,0,0,0
"Gm15246","ENSMUSG00000087159","MGP_CASTEiJ_G0015115","X","X",619,619,0,0,0,0,0,0,0,0,0,0
"Gm15261","ENSMUSG00000087201","MGP_CASTEiJ_G0004620","X","X",2766,2763,0,0,0.289498448136331,0.0955648716715865,0,0,0,0.11902474427714,0,0
"Gm15295","ENSMUSG00000086426","MGP_CASTEiJ_G0004611","X","X",488,488,0,0,0,0,0,0,0,0,0,0
"Gm15384","ENSMUSG00000086573","MGP_CASTEiJ_G0004600","X","X",472,486,0,0,0,0,0,0,0,0,0,0
"Gm16189","ENSMUSG00000085284","MGP_CASTEiJ_G0004598","X","X",997,997,0,0,0,0,0,0,0,0,0,0
